"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.name","Input.address","Input.city","Input.state","Input.zip","Answer.events","Answer.url","Approve","Reject"
"21062NJQ2172R890WJ2KTCVEBIFWOY","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:02 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:02 GMT 2012","","","2E6GDHDM25L8A8N9BJ8E76OE5K2OEB","A3OYXM5KX4CTCD","Submitted","Sun Jun 17 07:57:21 GMT 2012","Sun Jun 17 07:57:38 GMT 2012","Sun Jun 24 00:57:38 PDT 2012","","","","17","100% (11/11)","100% (11/11)","100% (11/11)","Guckenheimer At Fibrogen","3 Lagoon Dr Ste 235","Redwood City","CA","94065","","No official website"
"20BUHYW2GTP9J972K9D1E9YSO3MMR7","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:02 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:02 GMT 2012","","","2CZ4J79KQW610M4G9A6CL45XD80KIX","A3NHTAT9L28DJD","Submitted","Sun Jun 17 08:04:06 GMT 2012","Sun Jun 17 08:06:16 GMT 2012","Sun Jun 24 01:06:16 PDT 2012","","","","130","0% (0/0)","0% (0/0)","0% (0/0)","Mcdonalds Of Bayshore","411 Borel Ave","Ste 606","San Mateo","CA","no","(none)"
"21E4ZMAZHHRRDEQA30EVZH1KHCOKBN","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:03 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:03 GMT 2012","","","2E3LYHVI44OSUJL4NQEE7SBAQZIX3Z","A2V0GBI59MKJAF","Submitted","Sun Jun 17 08:30:57 GMT 2012","Sun Jun 17 08:31:29 GMT 2012","Sun Jun 24 01:31:29 PDT 2012","","","","32","100% (30/30)","100% (30/30)","100% (30/30)","La Maison","861 Ashbury St","San Francisco","CA","94117","no","N/A"
"207PSI2KYEPLKO7FZYD64J3OA55MSV","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:02 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:02 GMT 2012","","","2V12HECWA6X3QNCMUD3PDKXPUCTKLA","A3PVM8YKI33VQS","Submitted","Sun Jun 17 07:43:09 GMT 2012","Sun Jun 17 07:43:47 GMT 2012","Sun Jun 24 00:43:47 PDT 2012","","","","38","100% (4/4)","100% (4/4)","100% (4/4)","Mcdonalds #7413","411 Borel Ave","Ste 606","San Mateo","CA","","none"
"217FE4EGDHDMU4LIXMEZ46HEZU3KAS","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:03 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:03 GMT 2012","","","22HW1INMHGYQWI3XPOXBNMFFPS46JP","A1NK5S5QJEOLZY","Submitted","Sun Jun 17 07:32:52 GMT 2012","Sun Jun 17 07:33:37 GMT 2012","Sun Jun 24 00:33:37 PDT 2012","","","","45","100% (9/9)","100% (9/9)","100% (9/9)","Ha Noi Bistro","1240 Noriega Street","San Francisco","CA","94122","no","NO OFFICIAL WEBSITE FOUND"
"20BUHYW2GTP9J972K9D1E9YSO3LRMB","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:06 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:06 GMT 2012","","","26TVP9746OQ1KMQ0M3X7851QL6T1LO","A1NK5S5QJEOLZY","Submitted","Sun Jun 17 07:36:15 GMT 2012","Sun Jun 17 07:36:44 GMT 2012","Sun Jun 24 00:36:44 PDT 2012","","","","29","100% (9/9)","100% (9/9)","100% (9/9)","Catering With Style","2800 Bryant St","San Francisco","CA","94110","no","http://www.cateringwithstyle.ca/"
"202M05BMJTUHQV2Q820RI7S5WAGKF5","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:06 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:06 GMT 2012","","","2ADWSBRI8IUBUXUJNW8S1LB3MUKF3O","AJS1XFAJVDGGU","Submitted","Sun Jun 17 07:27:47 GMT 2012","Sun Jun 17 07:28:20 GMT 2012","Sun Jun 24 00:28:20 PDT 2012","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","Kirin Restaurant","6135 Geary Blvd","San Francisco","CA","94121","no","http://www.kirinrestaurants.com/"
"20I11K274J79CPWGGLE4EUXFC1JFDN","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:06 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:06 GMT 2012","","","28O2GTP9RA7SXVMBLMPSWF70KGLQVP","AS809NPDW8VZ0","Submitted","Sun Jun 17 07:16:13 GMT 2012","Sun Jun 17 07:16:35 GMT 2012","Sun Jun 24 00:16:35 PDT 2012","","","","22","100% (2/2)","100% (2/2)","100% (2/2)","Hillstone Restaurant","2710 E Camelback Rd Ste 200","Phoenix","AZ","85016","no","http://www.hillstone.com/"
"20WNLVWJ5OPBSXVQELPM4B7EPX92U0","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:06 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:06 GMT 2012","","","28IS1CSTMOFXJCSEXPSE6DNXK9SROR","AA305YBLIEBK9","Submitted","Sun Jun 17 07:59:10 GMT 2012","Sun Jun 17 07:59:51 GMT 2012","Sun Jun 24 00:59:51 PDT 2012","","","","41","100% (19/19)","100% (19/19)","100% (19/19)","Hong Kee & Kim","91 Drumm St","San Francisco","CA","94111","no","n/a"
"21MF0OHOVR14AWKYHY02PECWAUC54H","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:08 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:08 GMT 2012","","","2NGBDDP8PJWKMCDICZ23Y39Z15A5G2","AS809NPDW8VZ0","Submitted","Sun Jun 17 07:06:26 GMT 2012","Sun Jun 17 07:06:53 GMT 2012","Sun Jun 24 00:06:53 PDT 2012","","","","27","100% (2/2)","100% (2/2)","100% (2/2)","Mazzat","501 Fell St","San Francisco","CA","94102","no","http://www.mazzatsf.com/"
"21Z1Q6SVQ8H80LQ4LYWOJVCI1FCN4P","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:09 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:09 GMT 2012","","","2QCCCVLL3CA3VLHK43VCHNQU8R2Y8W","A1NK5S5QJEOLZY","Submitted","Sun Jun 17 07:31:37 GMT 2012","Sun Jun 17 07:32:13 GMT 2012","Sun Jun 24 00:32:13 PDT 2012","","","","36","100% (9/9)","100% (9/9)","100% (9/9)","Preet Palace Indian Cuisine","4038 Judah St","San Francisco","CA","94122","yes","http://www.preetpalace.com/"
"214T6YTWX4H391PLJQ09OI6IJFQ2XS","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:11 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:11 GMT 2012","","","2FKW6NG1FS3NQMJLDSSF7SZL3RVYKE","A2V0GBI59MKJAF","Submitted","Sun Jun 17 07:12:37 GMT 2012","Sun Jun 17 07:14:05 GMT 2012","Sun Jun 24 00:14:05 PDT 2012","","","","88","100% (30/30)","100% (30/30)","100% (30/30)","Bon Appetit Management Co","100 Hamilton Ave #400","Palo Alto","CA","94301","no","http://www.bamco.com/"
"21KJE1M7PKK9DQWG3C1C84LZXDZRY1","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:12 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:12 GMT 2012","","","2VHHIT3HVWAVCH6C2WH2972ZA3VDLP","A2V0GBI59MKJAF","Submitted","Sun Jun 17 07:32:17 GMT 2012","Sun Jun 17 07:33:17 GMT 2012","Sun Jun 24 00:33:17 PDT 2012","","","","60","100% (30/30)","100% (30/30)","100% (30/30)","Brunos Pizza & Restaurant","3323 Nutmeg Ln","Walnut Creek","CA","94598","no","N/A"
"202M05BMJTUHQV2Q820RI7S5WAGFK0","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:13 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:13 GMT 2012","","","2DC4F0OHOVR1WHXU3FC9AHECX4A34N","AGBDZYCOL3NXM","Submitted","Sun Jun 17 07:06:33 GMT 2012","Sun Jun 17 07:08:23 GMT 2012","Sun Jun 24 00:08:23 PDT 2012","","","","110","100% (20/20)","100% (20/20)","100% (20/20)","Infusion Lounge","124 Ellis St","San Francisco","CA","94102","no","http://infusionlounge.com/"
"217EIB9BAWLSEWP0K8OUL3MTRFO2ZP","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:13 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:13 GMT 2012","","","2LSHFL42J1LYX7BHHKD0QGFKI76N2S","AGBDZYCOL3NXM","Submitted","Sun Jun 17 07:23:54 GMT 2012","Sun Jun 17 07:24:20 GMT 2012","Sun Jun 24 00:24:20 PDT 2012","","","","26","100% (20/20)","100% (20/20)","100% (20/20)","Cafe La Onda","3159 16th St","San Francisco","CA","94103","","none"
"20Y5TYMNCWYBW8FJ75JH511JOB7KOR","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:24 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:24 GMT 2012","","","25B8EBDPGFL6NBP6EMINLWIOWVVH2B","AGBDZYCOL3NXM","Approved","Sun Jun 17 07:08:24 GMT 2012","Sun Jun 17 07:10:02 GMT 2012","Sun Jun 24 00:10:02 PDT 2012","Sun Jun 17 08:16:43 PDT 2012","","","98","100% (20/20)","100% (20/20)","100% (20/20)","Dibbs Bbq And Grill","1318 43rd Avenue","San Francisco","CA","94122","","none"
"20JLY58B727MSHGPZU41EYFSV3J9UZ","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:25 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:25 GMT 2012","","","2IS6UFBNFSVGMKFDOIJWENG1GM94IQ","A4Y8HWKCF1U6G","Approved","Sun Jun 17 07:42:35 GMT 2012","Sun Jun 17 07:43:34 GMT 2012","Sun Jun 24 00:43:34 PDT 2012","Sun Jun 17 08:16:51 PDT 2012","","","59","100% (7/7)","100% (7/7)","100% (7/7)","Red Wings","3015 Geary Blvd","San Francisco","CA","94118","no","http://www.redwingskor.com/"
"20QEBDPGFL6V4OW9O4ED4IOV1GMI3J","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:26 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:26 GMT 2012","","","2IA9NZW6HEZ6GD40BKK8E9GUNWAOYT","ARBMIQ5N00SBO","Approved","Sun Jun 17 09:03:17 GMT 2012","Sun Jun 17 09:03:32 GMT 2012","Sun Jun 24 02:03:32 PDT 2012","Sun Jun 17 08:16:53 PDT 2012","","","15","100% (2/2)","100% (2/2)","100% (2/2)","Hollow","1258 12th Ave #3","San Francisco","CA","94122","no",""
"214T6YTWX4H391PLJQ09OI6IJFPX2M","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:27 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:27 GMT 2012","","","2QCCCVLL3CA3VLHK43VCHNQU8R1Y8V","A1J4AZL6MZ675U","Submitted","Sun Jun 17 07:07:31 GMT 2012","Sun Jun 17 07:07:47 GMT 2012","Sun Jun 24 00:07:47 PDT 2012","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","Delicious Dim Sum","1333 Powell St","San Francisco","CA","94133","no","NA"
"21RRJ85OZIZE9LAK4ZFOY5EWPL09XR","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:29 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:29 GMT 2012","","","2XW6UXFCD45X4DTXS5ETSIN3UAXWUE","AA305YBLIEBK9","Submitted","Sun Jun 17 08:48:32 GMT 2012","Sun Jun 17 08:48:50 GMT 2012","Sun Jun 24 01:48:50 PDT 2012","","","","18","100% (19/19)","100% (19/19)","100% (19/19)","The Spot","959 Buchanan St #e","San Francisco","CA","94102","no","n/a"
"207PSI2KYEPLKO7FZYD64J3OA55SM1","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:29 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:29 GMT 2012","","","2ABPPSI2KYEPDRPHKXCMEWJ3P4NRLA","A3AXNE33F5SGNN","Submitted","Sun Jun 17 07:58:38 GMT 2012","Sun Jun 17 07:58:46 GMT 2012","Sun Jun 24 00:58:46 PDT 2012","","","","8","100% (2/2)","100% (2/2)","100% (2/2)","Executive Cafe","150 Executive Park Bl #2000","San Francisco","CA","94134","yes",""
"21CDD8XMB3Q31Y0LL7KOET4EVG8FQS","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:30 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:30 GMT 2012","","","2LW9F9SSSHX1TIOX76WHDF8J5IUUY8","A1XHQW3ULPAE7K","Submitted","Sun Jun 17 07:50:00 GMT 2012","Sun Jun 17 07:54:50 GMT 2012","Sun Jun 24 00:54:50 PDT 2012","","","","290","100% (2/2)","100% (2/2)","100% (2/2)","All Star Cafe","1500 Market St","San Francisco","CA","94102","yes","http://www.allstarcafesportsbar.com/"
"20LNAB6BFMFFGXYS8EKJNDGES0FVIT","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:30 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:30 GMT 2012","","","2VCH1Q6SVQ8H07M09JC5WBVCJVW3MJ","A1TQJORJZEVQ0Q","Submitted","Sun Jun 17 07:10:59 GMT 2012","Sun Jun 17 07:14:52 GMT 2012","Sun Jun 24 00:14:52 PDT 2012","","","","233","100% (2/2)","100% (2/2)","100% (2/2)","Newasia Asian Cuisine","50 Post St #62a","San Francisco","CA","94104","no","http://ilovedeals.com/"
"20CNU8LZ6R7084RJNQZJBVE7WG75LA","212RJ85OZIZE9LAK4ZFOY5EWPYPX95","Find the web site for a business and indicate if it hosts events","Given a business, find its website and indicate if it hosts events like comedy shows, concerts, open mic nights, book readings, etc.","data collection, events, listings, restaurants, bars, book readings","$0.10","Sun Jun 17 06:55:30 GMT 2012","1","","3600","604800","Sun Jun 24 06:55:30 GMT 2012","","","28XPQJQ9OPLLPB7414OGGKCO0F21Z8","A3OYXM5KX4CTCD","Submitted","Sun Jun 17 08:02:02 GMT 2012","Sun Jun 17 08:02:24 GMT 2012","Sun Jun 24 01:02:24 PDT 2012","","","","22","100% (11/11)","100% (11/11)","100% (11/11)","Hakka Restaurant 4","739 Washington St #300","San Francisco","CA","94108","no","No official website"
